token_id,fold
a1e-fragment01_1_1,3
a1e-fragment01_1_2,8
a1e-fragment01_1_3,7
a1e-fragment01_1_4,3
a1e-fragment01_1_5,3
a1e-fragment01_1_6,2
a1e-fragment01_1_8,7
a1e-fragment01_1_9,6
a1e-fragment01_1_13,1
a1e-fragment01_1_16,9
a1e-fragment01_1_17,9
a1e-fragment01_1_18,4
a1e-fragment01_1_20,5
a1e-fragment01_1_22,3
a1e-fragment01_1_24,8
a1e-fragment01_1_25,9
a1e-fragment01_2_2,6
a1e-fragment01_2_3,8
a1e-fragment01_3_2,7
a1e-fragment01_3_4,2
a1e-fragment01_3_5,1
a1e-fragment01_3_8,7
a1e-fragment01_3_9,2
a1e-fragment01_3_11,1
a1e-fragment01_3_14,7
a1e-fragment01_3_17,7
a1e-fragment01_3_19,4
a1e-fragment01_3_20,3
a1e-fragment01_3_23,9
a1e-fragment01_3_27,1
a1e-fragment01_3_28,2
a1e-fragment01_3_30,4
a1e-fragment01_3_32,0
a1e-fragment01_3_33,1
a1e-fragment01_3_34,3
a1e-fragment01_4_4,6
a1e-fragment01_4_5,3
a1e-fragment01_4_7,7
a1e-fragment01_4_9,5
a1e-fragment01_4_10,9
a1e-fragment01_5_3,7
a1e-fragment01_5_5,3
a1e-fragment01_5_6,7
a1e-fragment01_5_11,2
a1e-fragment01_5_14,4
a1e-fragment01_5_15,1
a1e-fragment01_5_18,0
a1e-fragment01_5_19,7
a1e-fragment01_5_23,3
a1e-fragment01_5_28,2
a1e-fragment01_5_30,0
a1e-fragment01_5_31,1
a1e-fragment01_5_33,0
a1e-fragment01_5_37,5
a1e-fragment01_5_39,5
a1e-fragment01_6_4,7
a1e-fragment01_6_7,9
a1e-fragment01_6_8,0
a1e-fragment01_6_13,5
a1e-fragment01_6_16,8
a1e-fragment01_6_20,9
a1e-fragment01_6_21,1
a1e-fragment01_6_22,6
a1e-fragment01_6_25,9
a1e-fragment01_6_26,2
a1e-fragment01_6_27,2
a1e-fragment01_7_4,4
a1e-fragment01_7_11,9
a1e-fragment01_7_14,4
a1e-fragment01_7_15,4
a1e-fragment01_7_19,4
a1e-fragment01_7_22,2
a1e-fragment01_7_23,0
a1e-fragment01_7_27,1
a1e-fragment01_7_30,7
a1e-fragment01_7_31,9
a1e-fragment01_7_34,2
a1e-fragment01_7_37,1
a1e-fragment01_8_3,5
a1e-fragment01_8_5,3
a1e-fragment01_8_6,6
a1e-fragment01_8_7,6
a1e-fragment01_8_9,9
a1e-fragment01_8_10,2
a1e-fragment01_8_11,0
a1e-fragment01_8_13,2
a1e-fragment01_8_15,1
a1e-fragment01_8_16,7
a1e-fragment01_8_20,9
a1e-fragment01_9_2,0
a1e-fragment01_9_4,4
a1e-fragment01_9_6,9
a1e-fragment01_10_2,5
a1e-fragment01_10_6,4
a1e-fragment01_11_5,2
a1e-fragment01_11_6,8
a1e-fragment01_11_7,3
a1e-fragment01_11_9,0
a1e-fragment01_12_3,6
a1e-fragment01_12_5,2
a1e-fragment01_12_7,4
a1e-fragment01_12_11,5
a1e-fragment01_12_14,6
a1e-fragment01_12_15,4
a1e-fragment01_12_21,4
a1e-fragment01_12_25,4
a1e-fragment01_12_26,2
a1e-fragment01_12_33,7
a1e-fragment01_12_35,0
a1e-fragment01_12_37,1
a1e-fragment01_12_40,0
a1e-fragment01_12_43,4
a1e-fragment01_13_4,1
a1e-fragment01_13_11,9
a1e-fragment01_14_4,4
a1e-fragment01_14_7,0
a1e-fragment01_14_8,9
a1e-fragment01_15_3,7
a1e-fragment01_15_6,3
a1e-fragment01_15_7,0
a1e-fragment01_15_10,8
a1e-fragment01_15_14,2
a1e-fragment01_16_3,7
a1e-fragment01_16_5,9
a1e-fragment01_16_10,3
a1e-fragment01_16_13,0
a1e-fragment01_16_15,9
a1e-fragment01_17_3,4
a1e-fragment01_17_4,2
a1e-fragment01_17_11,5
a1e-fragment01_17_15,6
a1e-fragment01_17_18,9
a1e-fragment01_18_2,0
a1e-fragment01_18_3,6
a1e-fragment01_18_5,5
a1e-fragment01_18_8,2
a1e-fragment01_18_9,2
a1e-fragment01_18_10,4
a1e-fragment01_18_11,6
a1e-fragment01_18_14,8
a1e-fragment01_18_16,5
a1e-fragment01_18_17,6
a1e-fragment01_18_18,5
a1e-fragment01_19_1,2
a1e-fragment01_19_2,8
a1e-fragment01_19_3,6
a1e-fragment01_19_7,0
a1e-fragment01_19_14,1
a1e-fragment01_19_16,4
a1e-fragment01_19_17,8
a1e-fragment01_19_20,4
a1e-fragment01_19_21,4
a1e-fragment01_19_26,1
a1e-fragment01_19_29,0
a1e-fragment01_19_32,3
a1e-fragment01_19_34,7
a1e-fragment01_20_2,2
a1e-fragment01_20_4,7
a1e-fragment01_20_6,1
a1e-fragment01_20_8,9
a1e-fragment01_20_11,2
a1e-fragment01_20_12,9
a1e-fragment01_21_2,6
a1e-fragment01_21_5,2
a1e-fragment01_21_8,3
a1e-fragment01_21_9,6
a1e-fragment01_21_13,3
a1e-fragment01_21_17,4
a1e-fragment01_21_19,6
a1e-fragment01_21_21,7
a1e-fragment01_21_25,7
a1e-fragment01_22_3,6
a1e-fragment01_22_4,0
a1e-fragment01_22_6,1
a1e-fragment01_22_8,2
a1e-fragment01_22_9,2
a1e-fragment01_22_11,5
a1e-fragment01_22_13,8
a1e-fragment01_22_16,3
a1e-fragment01_22_19,3
a1e-fragment01_22_20,6
a1e-fragment01_22_21,9
a1e-fragment01_22_22,9
a1e-fragment01_23_2,5
a1e-fragment01_23_3,4
a1e-fragment01_23_7,2
a1e-fragment01_23_8,5
a1e-fragment01_23_12,0
a1e-fragment01_23_13,4
a1e-fragment01_23_16,4
a1e-fragment01_23_17,2
a1e-fragment01_23_18,7
a1e-fragment01_23_19,2
a1e-fragment01_23_22,5
a1e-fragment01_24_3,0
a1e-fragment01_24_11,3
a1e-fragment01_24_12,9
a1e-fragment01_24_14,6
a1e-fragment01_24_16,4
a1e-fragment01_24_19,3
a1e-fragment01_24_20,7
a1e-fragment01_24_23,3
a1e-fragment01_24_24,3
a1e-fragment01_25_4,9
a1e-fragment01_25_6,2
a1e-fragment01_25_11,4
a1e-fragment01_25_14,7
a1e-fragment01_25_15,5
a1e-fragment01_25_22,5
a1e-fragment01_25_23,8
a1e-fragment01_25_28,0
a1e-fragment01_25_29,4
a1e-fragment01_25_31,6
a1e-fragment01_25_32,7
a1e-fragment01_26_3,5
a1e-fragment01_26_6,6
a1e-fragment01_26_9,1
a1e-fragment01_26_15,4
a1e-fragment01_26_18,0
a1e-fragment01_27_4,8
a1e-fragment01_27_8,7
a1e-fragment01_27_9,1
a1e-fragment01_27_10,9
a1e-fragment01_27_12,3
a1e-fragment01_27_13,1
a1e-fragment01_27_19,2
a1e-fragment01_27_21,5
a1e-fragment01_27_23,9
a1e-fragment01_27_24,7
a1e-fragment01_27_25,2
a1e-fragment01_28_4,6
a1e-fragment01_28_6,2
a1e-fragment01_28_7,8
a1e-fragment01_28_9,7
a1e-fragment01_28_14,8
a1e-fragment01_28_15,9
a1e-fragment01_28_18,7
a1e-fragment01_29_3,8
a1e-fragment01_29_4,2
a1e-fragment01_29_7,6
a1e-fragment01_29_8,8
a1e-fragment01_29_9,4
a1e-fragment01_29_10,6
a1e-fragment01_29_13,1
a1e-fragment01_29_16,4
a1e-fragment01_29_20,3
a1e-fragment01_29_22,9
a1e-fragment01_29_24,0
a1e-fragment01_29_28,3
a1e-fragment01_29_30,8
a1e-fragment01_29_33,7
a1e-fragment01_29_35,4
a1e-fragment01_29_39,8
a1e-fragment01_29_44,2
a1e-fragment01_29_45,8
a1e-fragment01_30_5,4
a1e-fragment01_30_12,8
a1f-fragment06_142_1,6
a1f-fragment06_142_3,9
a1f-fragment06_142_5,8
a1f-fragment06_142_8,9
a1f-fragment06_142_9,2
a1f-fragment06_142_10,7
a1f-fragment06_143_2,5
a1f-fragment06_143_3,9
a1f-fragment06_143_4,2
a1f-fragment06_144_1,3
a1f-fragment06_144_5,7
a1f-fragment06_144_8,7
a1f-fragment06_144_11,6
a1f-fragment06_144_12,4
a1f-fragment06_144_14,7
a1f-fragment06_144_16,8
a1f-fragment06_144_20,9
a1f-fragment06_144_21,5
a1f-fragment06_144_26,5
a1f-fragment06_144_30,7
a1f-fragment06_144_31,7
a1f-fragment06_144_34,6
a1f-fragment06_144_38,0
a1f-fragment06_144_39,8
a1f-fragment06_144_41,8
a1f-fragment06_144_44,0
a1f-fragment06_144_47,9
a1f-fragment06_144_51,8
a1f-fragment06_144_52,9
a1f-fragment06_144_53,8
a1f-fragment06_144_56,0
a1f-fragment06_145_1,5
a1f-fragment06_145_3,2
a1f-fragment06_145_4,4
a1f-fragment06_145_6,5
a1f-fragment06_145_8,9
a1f-fragment06_145_10,4
a1f-fragment06_145_12,0
a1f-fragment06_145_14,6
a1f-fragment06_145_20,2
a1f-fragment06_145_21,9
a1f-fragment06_145_24,9
a1f-fragment06_145_25,7
a1f-fragment06_145_27,9
a1f-fragment06_145_30,1
a1f-fragment06_145_33,5
a1f-fragment06_145_34,4
a1f-fragment06_145_36,1
a1x-fragment05_174_1,3
a1x-fragment05_174_3,8
a1x-fragment05_174_4,8
a1x-fragment05_174_7,3
a1x-fragment05_176_1,7
a1x-fragment05_176_2,1
a1x-fragment05_176_3,4
a1x-fragment05_176_5,7
a1x-fragment05_176_7,8
a1x-fragment05_176_10,5
a1x-fragment05_176_11,1
a1x-fragment05_177_1,8
a1x-fragment05_177_2,5
a1x-fragment05_177_3,2
a1x-fragment05_177_6,2
a1x-fragment05_177_7,2
a1x-fragment05_177_10,4
a1x-fragment05_177_12,4
a1x-fragment05_177_13,0
a1x-fragment05_177_15,5
a1x-fragment05_177_16,4
a1x-fragment05_177_18,8
a1x-fragment05_177_20,3
a1x-fragment05_177_22,9
a1x-fragment05_177_24,8
a1x-fragment05_177_27,9
a1x-fragment05_177_29,8
a1x-fragment05_177_31,5
a1x-fragment05_177_33,1
a1x-fragment05_177_36,1
a1x-fragment05_177_39,7
a1x-fragment05_177_42,6
a1x-fragment05_178_1,7
a1x-fragment05_178_2,7
a1x-fragment05_178_3,4
a1x-fragment05_178_5,8
a1x-fragment05_178_6,2
a1x-fragment05_178_7,3
a1x-fragment05_178_9,3
a1x-fragment05_178_11,6
a1x-fragment05_178_14,8
a1x-fragment05_178_19,7
a1x-fragment05_178_22,0
a1x-fragment05_178_23,2
a1x-fragment05_178_27,6
a1x-fragment05_178_28,2
a1x-fragment05_178_29,0
a1x-fragment05_179_1,0
a1x-fragment05_179_4,3
a1x-fragment05_179_6,3
a1x-fragment05_179_7,8
a1x-fragment05_179_8,8
a1x-fragment05_179_12,3
a1x-fragment05_179_13,4
a1x-fragment05_179_17,4
a1x-fragment05_179_19,2
a1x-fragment05_179_21,6
a1x-fragment05_179_24,4
a1x-fragment05_179_27,3
a1x-fragment05_180_1,5
a1x-fragment05_180_2,0
a1x-fragment05_180_3,6
a1x-fragment05_180_7,6
a1x-fragment05_180_8,8
a1x-fragment05_180_12,5
a1x-fragment05_180_15,1
a1x-fragment05_180_18,2
a1x-fragment05_181_5,5
a1x-fragment05_181_9,4
a1x-fragment05_181_11,0
a1x-fragment05_181_12,8
a1x-fragment05_181_15,5
a1x-fragment05_182_4,3
a1x-fragment05_182_6,0
a1x-fragment05_182_7,7
a1x-fragment05_183_5,6
a1x-fragment05_183_9,2
a1x-fragment05_183_15,7
a1x-fragment05_183_17,6
a1x-fragment05_183_19,9
a1x-fragment05_184_5,2
a1x-fragment05_184_6,5
a1x-fragment05_184_9,7
a1x-fragment05_184_10,7
a1x-fragment05_185_6,1
a1x-fragment05_185_7,7
a1x-fragment05_185_9,2
a1x-fragment05_185_12,5
a1x-fragment05_185_13,9
a1x-fragment05_185_14,7
a1x-fragment05_185_16,3
a1x-fragment05_185_19,0
a1x-fragment05_185_20,1
a1x-fragment05_185_25,3
a1x-fragment05_185_27,5
a1x-fragment05_186_4,7
a1x-fragment05_186_7,5
a1x-fragment05_187_2,1
a1x-fragment05_187_4,9
a1x-fragment05_187_6,6
a1x-fragment05_187_11,0
a1x-fragment05_187_13,4
a1x-fragment05_187_14,0
a1x-fragment05_187_20,4
a1x-fragment05_187_24,3
a1x-fragment05_187_27,4
a1x-fragment05_188_4,9
a1x-fragment05_188_5,0
a1x-fragment05_188_6,3
a1x-fragment05_188_8,6
a1x-fragment05_188_9,0
a1x-fragment05_188_12,9
a1x-fragment05_188_14,5
a1x-fragment05_188_16,2
a1x-fragment05_188_19,4
a1x-fragment05_189_2,4
a1x-fragment05_189_3,1
a1x-fragment05_189_4,7
a1x-fragment05_189_5,6
a1x-fragment05_189_8,5
a1x-fragment05_189_9,3
a1x-fragment05_189_10,7
a1x-fragment05_189_12,7
a1x-fragment05_189_14,8
a1x-fragment05_189_15,1
a1x-fragment05_189_18,6
a1x-fragment05_189_19,9
a1x-fragment05_189_20,1
a1x-fragment05_189_21,1
a1x-fragment05_189_24,5
a1x-fragment05_189_26,9
a1x-fragment05_189_27,6
a1x-fragment05_189_29,3
a1x-fragment05_189_30,7
a1x-fragment05_189_32,1
a1x-fragment05_189_33,9
a1x-fragment05_189_36,4
a1x-fragment05_189_37,1
a1x-fragment05_189_38,4
a4d-fragment02_71_2,9
a4d-fragment02_71_5,3
a4d-fragment02_71_6,8
a4d-fragment02_71_7,1
a4d-fragment02_71_8,3
a4d-fragment02_71_9,5
a4d-fragment02_71_12,4
a4d-fragment02_71_13,6
a4d-fragment02_71_14,2
a4d-fragment02_71_17,3
a4d-fragment02_71_18,2
a4d-fragment02_71_20,0
a4d-fragment02_71_22,2
a4d-fragment02_71_23,7
a4d-fragment02_71_24,1
a4d-fragment02_72_2,0
a4d-fragment02_72_3,6
a4d-fragment02_73_3,3
a4d-fragment02_73_6,7
a4d-fragment02_73_8,3
a4d-fragment02_73_9,2
a4d-fragment02_73_11,0
a4d-fragment02_73_13,6
a4d-fragment02_73_16,5
a4d-fragment02_73_17,1
a4d-fragment02_73_19,3
a4d-fragment02_73_20,3
a4d-fragment02_73_21,9
a4d-fragment02_73_25,9
a4d-fragment02_73_26,4
a4d-fragment02_73_28,8
a4d-fragment02_73_30,3
a4d-fragment02_73_31,4
a4d-fragment02_73_32,2
a4d-fragment02_74_2,2
a4d-fragment02_74_3,2
a4d-fragment02_74_7,0
a4d-fragment02_74_8,1
a4d-fragment02_74_10,9
a4d-fragment02_74_11,4
a4d-fragment02_74_14,6
a4d-fragment02_74_15,3
a4d-fragment02_74_16,4
a4d-fragment02_74_18,6
a4d-fragment02_74_21,5
a4d-fragment02_74_22,3
a4d-fragment02_74_23,0
a4d-fragment02_74_25,9
a4d-fragment02_74_26,1
a4d-fragment02_74_29,1
a4d-fragment02_74_31,7
a4d-fragment02_74_33,0
a4d-fragment02_75_5,9
a4d-fragment02_75_6,2
a4d-fragment02_75_10,8
a4d-fragment02_75_14,9
a4d-fragment02_75_15,6
a4d-fragment02_75_17,4
a4d-fragment02_75_20,6
a4d-fragment02_75_22,4
a4d-fragment02_75_24,4
a4d-fragment02_75_25,6
a4d-fragment02_76_5,5
a4d-fragment02_76_9,4
a4d-fragment02_76_10,0
a4d-fragment02_76_11,7
a4d-fragment02_76_12,5
a4d-fragment02_76_13,9
a4d-fragment02_76_15,7
a4d-fragment02_76_17,2
a4d-fragment02_76_18,9
a4d-fragment02_76_21,4
a4d-fragment02_76_23,2
a4d-fragment02_76_24,5
a4d-fragment02_76_26,4
a4d-fragment02_76_27,8
a4d-fragment02_76_28,1
a4d-fragment02_77_1,0
a4d-fragment02_77_2,5
a4d-fragment02_77_3,0
a4d-fragment02_77_5,8
a4d-fragment02_77_8,8
a4d-fragment02_78_2,3
a4d-fragment02_78_4,1
a4d-fragment02_78_6,1
a4d-fragment02_78_7,5
a4d-fragment02_78_9,7
a4d-fragment02_78_10,9
a4d-fragment02_78_11,4
a4d-fragment02_78_12,8
a4d-fragment02_78_14,1
a4d-fragment02_78_16,0
a4d-fragment02_78_17,5
a4d-fragment02_78_20,7
a4d-fragment02_78_22,3
a4d-fragment02_78_24,2
a4d-fragment02_78_26,9
a4d-fragment02_79_4,4
a4d-fragment02_79_8,6
a4d-fragment02_79_10,3
a4d-fragment02_79_11,5
a4d-fragment02_79_12,1
a4d-fragment02_79_13,3
a4d-fragment02_79_19,3
a4d-fragment02_79_24,0
a4d-fragment02_79_25,5
a4d-fragment02_79_27,0
a4d-fragment02_79_32,8
a4d-fragment02_79_35,0
a4d-fragment02_79_39,0
a4d-fragment02_80_2,9
a4d-fragment02_80_4,6
a4d-fragment02_80_7,1
a4d-fragment02_80_8,3
a4d-fragment02_80_11,3
a4d-fragment02_80_12,2
a4d-fragment02_80_14,7
a4d-fragment02_80_16,7
a4d-fragment02_80_19,3
a4d-fragment02_80_22,7
a4d-fragment02_80_24,5
a4d-fragment02_80_25,0
a4d-fragment02_80_27,5
a4d-fragment02_80_28,6
a4d-fragment02_81_3,5
a4d-fragment02_81_4,6
a4d-fragment02_81_5,7
a4d-fragment02_81_14,3
a4d-fragment02_81_17,9
a4d-fragment02_81_20,2
a4d-fragment02_82_2,2
a4d-fragment02_82_7,8
a4d-fragment02_82_9,2
a4d-fragment02_82_13,5
a4d-fragment02_82_15,4
a4d-fragment02_82_18,3
a4d-fragment02_82_19,4
a4d-fragment02_82_22,8
a4d-fragment02_82_25,4
a4d-fragment02_82_26,1
a4d-fragment02_82_30,1
a4d-fragment02_83_7,6
a4d-fragment02_83_8,2
a4d-fragment02_83_10,6
a4d-fragment02_83_14,7
a4d-fragment02_83_16,7
a4d-fragment02_83_19,1
a4d-fragment02_83_22,7
a4d-fragment02_83_24,8
a4d-fragment02_83_25,9
a4d-fragment02_83_28,2
a4d-fragment02_83_30,4
a4d-fragment02_83_32,6
a4d-fragment02_83_33,6
a4d-fragment02_84_1,2
a4d-fragment02_84_2,2
a4d-fragment02_84_3,8
a4d-fragment02_84_8,4
a4d-fragment02_85_6,3
a4d-fragment02_85_13,2
a4d-fragment02_86_7,7
a4d-fragment02_86_8,9
a4d-fragment02_86_11,1
a4d-fragment02_86_12,0
a4d-fragment02_86_13,5
a4d-fragment02_86_16,0
a4d-fragment02_86_18,0
a4d-fragment02_86_19,5
a4d-fragment02_86_21,6
a4d-fragment02_86_22,0
a4d-fragment02_86_23,7
a4d-fragment02_86_26,8
a4d-fragment02_86_29,5
a4d-fragment02_86_30,1
a4d-fragment02_87_1,0
a4d-fragment02_87_4,5
a4d-fragment02_87_6,5
a4d-fragment02_87_7,6
a4d-fragment02_87_8,8
a4d-fragment02_87_9,4
a4d-fragment02_87_11,5
a4d-fragment02_87_14,5
a4d-fragment02_87_16,0
a4d-fragment02_87_18,5
a4d-fragment02_87_19,2
a4d-fragment02_87_22,4
a4d-fragment02_87_23,9
a4d-fragment02_87_25,8
a4d-fragment02_87_30,4
a4d-fragment02_87_31,9
a4d-fragment02_87_32,6
a4d-fragment02_87_35,6
a4d-fragment02_87_36,8
a4d-fragment02_88_4,2
a4d-fragment02_88_6,0
a4d-fragment02_88_7,9
a4d-fragment02_88_10,9
a4d-fragment02_88_13,5
a4d-fragment02_88_15,1
a4d-fragment02_88_17,4
a4d-fragment02_88_18,9
a4d-fragment02_88_19,0
a4d-fragment02_88_21,5
a4d-fragment02_88_22,7
a4d-fragment02_88_24,6
a4d-fragment02_88_25,7
a4d-fragment02_88_26,5
a4d-fragment02_89_1,4
a4d-fragment02_89_2,5
a4d-fragment02_89_4,4
a4d-fragment02_89_5,4
a4d-fragment02_89_8,0
a4d-fragment02_89_9,8
a4d-fragment02_90_1,9
a4d-fragment02_90_3,8
a4d-fragment02_90_4,6
a4d-fragment02_90_7,2
a4d-fragment02_90_8,6
a4d-fragment02_90_10,6
a4d-fragment02_90_13,5
a4d-fragment02_90_21,4
a4d-fragment02_90_25,5
a4d-fragment02_90_26,4
a4d-fragment02_90_27,5
a4d-fragment02_90_30,0
a4d-fragment02_90_31,8
a4d-fragment02_90_32,4
a4d-fragment02_90_34,2
a4d-fragment02_90_36,1
a4d-fragment02_90_37,9
a4d-fragment02_90_39,4
a4d-fragment02_90_40,2
a4d-fragment02_90_41,6
a4d-fragment02_90_42,4
a4d-fragment02_90_46,4
a4d-fragment02_90_48,2
a4d-fragment02_90_50,3
a4d-fragment02_90_52,8
a4d-fragment02_90_53,0
a4d-fragment02_90_54,9
a4d-fragment02_91_4,7
a4d-fragment02_91_5,1
a4d-fragment02_92_1,4
a4d-fragment02_92_4,7
a4d-fragment02_92_6,3
a4d-fragment02_92_8,2
a4d-fragment02_92_10,0
a4d-fragment02_92_11,5
a4d-fragment02_92_14,8
a4d-fragment02_92_16,0
a4d-fragment02_92_19,1
a4d-fragment02_92_20,6
a4d-fragment02_92_21,1
a4d-fragment02_92_28,1
a4d-fragment02_92_32,9
a4d-fragment02_92_34,0
a4d-fragment02_92_39,2
a4d-fragment02_92_40,1
a4d-fragment02_92_43,6
a4d-fragment02_92_44,3
a4d-fragment02_92_45,5
a4d-fragment02_92_46,9
a4d-fragment02_92_49,6
a4d-fragment02_92_50,3
a4d-fragment02_92_52,7
a4d-fragment02_92_53,1
a4d-fragment02_92_54,2
a4d-fragment02_92_55,8
a4d-fragment02_93_7,8
a4d-fragment02_93_9,2
a4d-fragment02_93_10,3
a4d-fragment02_93_12,4
a4d-fragment02_93_14,2
a4d-fragment02_93_17,1
a4d-fragment02_93_19,7
a4d-fragment02_93_20,2
a4d-fragment02_93_21,9
a4d-fragment02_93_23,3
a4d-fragment02_93_25,7
a4d-fragment02_93_27,5
a4d-fragment02_93_28,2
a4d-fragment02_93_33,2
a4d-fragment02_93_36,7
a4d-fragment02_93_37,9
a4d-fragment02_93_39,8
a4d-fragment02_93_40,0
a4d-fragment02_93_41,0
a4d-fragment02_93_43,0
a4d-fragment02_93_44,0
a4d-fragment02_93_46,4
a4d-fragment02_93_47,4
a4d-fragment02_94_1,3
a4d-fragment02_94_4,6
a4d-fragment02_94_7,3
a4d-fragment02_94_10,3
a4d-fragment02_94_12,2
a4d-fragment02_94_15,5
a4d-fragment02_94_17,7
a4d-fragment02_94_18,9
a4d-fragment02_94_19,9
a4d-fragment02_94_21,0
a4d-fragment02_94_23,5
a4d-fragment02_94_27,6
a4d-fragment02_94_28,5
a4d-fragment02_94_32,9
a4d-fragment02_94_33,7
a4d-fragment02_94_35,3
a4d-fragment02_94_36,7
a4d-fragment02_94_38,8
a4d-fragment02_94_39,3
a4d-fragment02_95_2,3
a4d-fragment02_95_4,9
a4d-fragment02_95_7,6
a4d-fragment02_95_9,5
a4d-fragment02_95_10,2
a4d-fragment02_95_13,8
a4d-fragment02_95_16,6
a4d-fragment02_95_17,8
a4d-fragment02_95_20,1
a4d-fragment02_95_21,8
a4d-fragment02_95_23,3
a4d-fragment02_95_24,8
a4d-fragment02_95_28,8
a4d-fragment02_95_29,8
a4d-fragment02_96_2,2
a4d-fragment02_96_4,1
a4d-fragment02_96_8,0
a4d-fragment02_96_10,0
a4d-fragment02_96_12,0
a4d-fragment02_96_14,3
a4d-fragment02_96_16,4
a4d-fragment02_96_18,2
a4d-fragment02_96_21,7
a4d-fragment02_96_24,2
a4d-fragment02_96_27,7
a4d-fragment02_96_29,1
a4d-fragment02_96_30,8
a4d-fragment02_96_32,6
a4d-fragment02_97_3,1
a4d-fragment02_97_7,3
a4d-fragment02_97_9,6
a4d-fragment02_97_11,5
a4d-fragment02_97_13,4
a4d-fragment02_97_14,1
a4d-fragment02_97_16,8
a4d-fragment02_97_17,8
a4d-fragment02_98_5,5
a4d-fragment02_98_6,7
a4d-fragment02_98_8,5
a4d-fragment02_98_9,3
a4d-fragment02_98_11,5
a4d-fragment02_98_14,9
a4d-fragment02_98_15,6
a4d-fragment02_98_16,4
a4d-fragment02_98_19,5
a4d-fragment02_98_22,1
a4d-fragment02_98_23,7
a4d-fragment02_99_4,1
a4d-fragment02_99_5,6
a4d-fragment02_99_8,8
a4d-fragment02_99_9,0
a4d-fragment02_100_1,2
a4d-fragment02_100_2,9
a4d-fragment02_100_3,9
a4d-fragment02_100_5,9
a4d-fragment02_100_7,7
a4d-fragment02_100_9,0
a4d-fragment02_100_10,6
a4d-fragment02_100_12,5
a4d-fragment02_100_13,5
a4d-fragment02_100_15,7
a4d-fragment02_101_2,4
a4d-fragment02_101_5,4
a4d-fragment02_101_8,5
a4d-fragment02_101_9,5
a4d-fragment02_101_12,8
a4d-fragment02_101_13,1
a4d-fragment02_101_14,0
a4d-fragment02_101_17,9
a4d-fragment02_101_18,3
a4d-fragment02_101_19,7
a4d-fragment02_102_3,9
a4d-fragment02_102_5,5
a4d-fragment02_102_8,6
a4d-fragment02_102_11,6
a4d-fragment02_102_13,1
a4d-fragment02_102_16,3
a4d-fragment02_102_17,6
a4d-fragment02_102_18,9
a4d-fragment02_102_19,1
a4d-fragment02_102_22,1
a4d-fragment02_103_3,0
a4d-fragment02_103_6,1
a4d-fragment02_103_7,9
a4d-fragment02_103_8,5
a4d-fragment02_103_11,9
a4d-fragment02_103_12,1
a4d-fragment02_103_15,3
a4d-fragment02_103_18,1
a4d-fragment02_103_19,9
a4d-fragment02_103_22,1
a4d-fragment02_104_4,0
a4d-fragment02_105_1,7
a4d-fragment02_105_2,8
a4d-fragment02_105_4,5
a4d-fragment02_105_7,5
a4d-fragment02_105_8,5
a4d-fragment02_106_2,9
a4d-fragment02_106_4,8
a4d-fragment02_106_6,7
a4d-fragment02_106_7,8
a4d-fragment02_106_12,4
a4d-fragment02_106_13,7
a4d-fragment02_106_16,1
a4d-fragment02_106_17,1
a4d-fragment02_106_20,5
a4d-fragment02_106_21,2
a4d-fragment02_106_22,6
a4d-fragment02_106_25,2
a4d-fragment02_106_26,5
a4d-fragment02_106_28,9
a4d-fragment02_106_31,8
a4d-fragment02_106_32,5
a4d-fragment02_106_33,7
a4d-fragment02_107_2,4
a4d-fragment02_107_6,1
a4d-fragment02_107_8,9
a4d-fragment02_107_9,0
a4d-fragment02_107_12,1
a4d-fragment02_107_14,0
a4d-fragment02_107_16,4
a4d-fragment02_107_20,9
a4d-fragment02_107_24,1
a4d-fragment02_107_26,6
a4d-fragment02_107_29,5
a4d-fragment02_107_31,7
a4d-fragment02_108_2,8
a4d-fragment02_108_3,0
a4d-fragment02_108_5,0
a4d-fragment02_108_8,7
a4d-fragment02_108_11,9
a4d-fragment02_108_13,8
a4d-fragment02_108_14,1
a4d-fragment02_108_16,1
a4d-fragment02_108_18,2
a4d-fragment02_108_19,5
a4d-fragment02_108_21,4
a4d-fragment02_108_27,5
a4d-fragment02_108_28,9
a4d-fragment02_109_1,1
a4d-fragment02_109_2,4
a4d-fragment02_109_5,8
a4d-fragment02_109_6,5
a4d-fragment02_109_9,4
a4d-fragment02_109_10,8
a4d-fragment02_109_12,8
a4d-fragment02_109_14,5
a4d-fragment02_109_15,3
a4d-fragment02_109_17,6
a4d-fragment02_109_18,5
a4d-fragment02_109_20,0
a4d-fragment02_109_23,0
a4d-fragment02_109_26,2
a4d-fragment02_109_29,8
a4d-fragment02_109_32,0
a4d-fragment02_109_33,4
a4d-fragment02_110_3,6
a4d-fragment02_110_7,9
a4d-fragment02_110_10,5
a4d-fragment02_110_13,5
a4d-fragment02_110_15,4
a4d-fragment02_110_17,4
a4d-fragment02_110_18,9
a4d-fragment02_110_21,3
a4d-fragment02_110_22,1
a4d-fragment02_110_24,2
a4d-fragment02_110_26,7
a4d-fragment02_110_28,9
a4d-fragment02_110_29,8
a4d-fragment02_110_30,4
a4d-fragment02_110_31,3
a4d-fragment02_110_33,5
a4d-fragment02_110_34,1
a4d-fragment02_110_37,8
a4d-fragment02_110_39,6
a4d-fragment02_110_42,7
a4d-fragment02_110_44,9
a4d-fragment02_110_45,6
